date,station,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
2/8/2012,Admiralty,0,28.7,32.2,26.3,6.1,21.2
3/8/2012,Admiralty,40,27.4,31,24.5,9.3,44.6
4/8/2012,Admiralty,10,26.9,32,24.5,6.3,43.6
5/8/2012,Admiralty,0,28.1,32.1,25.3,5.4,25.2
6/8/2012,Admiralty,2.6,27.6,31,25.1,6.4,31.3
7/8/2012,Admiralty,0,28.2,32.3,24.2,6.8,29.2
8/8/2012,Admiralty,0,28.7,31.9,25.3,7.1,30.2
9/8/2012,Admiralty,0,28.7,32,26,8.4,32
10/8/2012,Admiralty,0,29,32.9,26.6,8.1,28.4
11/8/2012,Admiralty,0,29.2,33,25.5,7.3,26.3
12/8/2012,Admiralty,0,28.2,32.8,25.3,8.3,33.1
13/8/2012,Admiralty,1.4,27.7,31.3,24.3,6.1,38.5
14/8/2012,Admiralty,0,29.3,33.5,25.5,6.5,24.5
15/8/2012,Admiralty,0,29,32.6,26.9,9.8,39.2
16/8/2012,Admiralty,0,28.1,31,25.8,7.7,35.3
17/8/2012,Admiralty,17.6,26.6,29.6,23,5.7,34.2
18/8/2012,Admiralty,0,27.5,32.5,24.6,6.6,33.1
19/8/2012,Admiralty,5.8,27.2,31.9,24,6.8,29.9
20/8/2012,Admiralty,30.4,28,32.9,22.1,7.2,60.1
21/8/2012,Admiralty,2.4,26.9,33.3,25,7.1,53.6
22/8/2012,Admiralty,0.4,27.4,31.6,24.4,5.1,28.8
23/8/2012,Admiralty,1.4,26.7,29.5,23.8,9,49.3
24/8/2012,Admiralty,0,28.5,32.2,25.6,7.1,31
25/8/2012,Admiralty,8.2,27.6,30.5,25.4,7.3,45.4
26/8/2012,Admiralty,2.6,27.2,30.7,25.5,5.4,32.8
27/8/2012,Admiralty,35.4,25.3,29,23.6,5.6,30.6
28/8/2012,Admiralty,0.2,25.8,28.4,24.4,7,31.3
29/8/2012,Admiralty,0,27.4,30,24.9,5.2,22.7
30/8/2012,Admiralty,6.8,25.8,28.7,23.9,6.4,33.5
31/8/2012,Admiralty,2,26,28.6,23.9,5.2,33.1
1/10/2012,Admiralty,0,28.4,33.5,24.4,7.3,28.1
2/10/2012,Admiralty,0,28.4,32.2,25.8,7,25.9
3/10/2012,Admiralty,0,29.1,32.7,26.1,6.8,31.7
4/10/2012,Admiralty,0,28.6,32.1,26.1,7.8,33.5
5/10/2012,Admiralty,0,27.9,30.3,26.7,8,30.2
6/10/2012,Admiralty,2.4,27.9,31.5,25.1,8.6,29.9
7/10/2012,Admiralty,0,27.4,29.9,25.2,6.8,28.4
8/10/2012,Admiralty,0,28.5,32.8,25.3,6,21.6
9/10/2012,Admiralty,2.2,27.2,32.5,25.3,5.5,29.5
10/10/2012,Admiralty,1.2,27.6,33.5,24.7,6.1,27
11/10/2012,Admiralty,0.6,27.4,33.2,25.6,5.4,31.3
12/10/2012,Admiralty,29.8,27.3,33.1,24.2,6.5,27
13/10/2012,Admiralty,22.2,26,31.3,24.2,5.9,32
14/10/2012,Admiralty,8,26.7,33.6,24.6,5.8,36.7
15/10/2012,Admiralty,0,27.1,31.9,24.8,6.7,26.6
16/10/2012,Admiralty,0,27.5,32.1,24.8,6.1,32
17/10/2012,Admiralty,15.2,26.4,32.7,23.5,4.9,37.1
18/10/2012,Admiralty,46.6,26.1,31.3,23.5,4.4,28.1
19/10/2012,Admiralty,0.8,25.9,30.5,24.2,6.2,27
20/10/2012,Admiralty,15.8,26.4,32.3,24.3,6.2,29.5
21/10/2012,Admiralty,8.2,26.2,30.1,24.6,4.2,23
22/10/2012,Admiralty,0,27.2,32.7,24.5,6.7,35.3
23/10/2012,Admiralty,0,28.3,33.1,24.6,6.8,25.6
24/10/2012,Admiralty,0,29.1,33.9,25.6,6.9,27.4
25/10/2012,Admiralty,0,28.7,33.3,26.2,9.7,36.7
26/10/2012,Admiralty,0,28.7,32.7,26.1,9.7,32.8
27/10/2012,Admiralty,0,28.8,33.9,26,7,24.1
28/10/2012,Admiralty,0,28.7,33.1,26,10.8,35.3
29/10/2012,Admiralty,0,28.5,32.6,26,8.8,34.9
30/10/2012,Admiralty,1.2,27.6,31.2,25.6,7.4,29.5
31/10/2012,Admiralty,4,26.5,30.8,24.6,7.2,31.7
1/11/2012,Admiralty,9,26,31.7,24.3,5.9,29.5
2/11/2012,Admiralty,0,27.4,33.4,24.4,5.9,30.2
3/11/2012,Admiralty,29.6,25.6,29.1,23.4,7.9,30.6
4/11/2012,Admiralty,8.2,25.8,31.1,23.7,8.1,30.6
5/11/2012,Admiralty,0,26.2,29.1,23.1,7.8,35.3
6/11/2012,Admiralty,4.4,26.4,31.7,24.2,7.7,26.6
7/11/2012,Admiralty,0.8,27.4,31.3,24.9,6.7,32
8/11/2012,Admiralty,20.8,26.9,32.5,24.3,6.3,32.4
9/11/2012,Admiralty,17.8,26.6,31.9,24.6,5.8,40.3
10/11/2012,Admiralty,7.4,26.5,32,24.5,5,32.4
11/11/2012,Admiralty,0,27.3,31.2,25.4,6.8,28.4
12/11/2012,Admiralty,10.2,26.6,31.6,23.4,6.6,33.5
13/11/2012,Admiralty,9.6,26.3,31.2,24.3,6.5,31.7
14/11/2012,Admiralty,25,26.5,32.8,23.2,5.2,36.4
15/11/2012,Admiralty,4.8,27.7,31.4,25.2,5,23.8
16/11/2012,Admiralty,3.6,28.1,33.8,24.9,6.8,35.3
17/11/2012,Admiralty,47.2,26.7,32.1,23.6,7.3,52.6
18/11/2012,Admiralty,5,27.2,32.7,24,5.9,33.1
19/11/2012,Admiralty,16,26.4,29.4,24.2,7,36
20/11/2012,Admiralty,0,28,33,24.9,6.7,31
21/11/2012,Admiralty,30,27.2,33.9,24.2,6.1,41
22/11/2012,Admiralty,0.2,26.9,29.2,25,5.1,42.5
23/11/2012,Admiralty,38,26.9,33.5,23.6,5,44.3
24/11/2012,Admiralty,0,27.1,30.7,23.4,11.6,32.4
25/11/2012,Admiralty,1.8,26.7,30.9,24.7,5.4,22.3
26/11/2012,Admiralty,7.6,27,32.5,24.8,5.5,38.2
27/11/2012,Admiralty,4.2,26.7,32.5,24.3,5.7,33.5
28/11/2012,Admiralty,29.6,27.3,34.5,24.4,4.7,35.6
29/11/2012,Admiralty,21.8,26.7,32,24.4,6.1,41.8
30/11/2012,Admiralty,6,27.4,32.7,25.1,5.1,36
1/12/2012,Admiralty,1.8,26.3,30.2,24.9,5.4,19.4
2/12/2012,Admiralty,1.6,27.1,30.4,24.3,5.9,19.1
3/12/2012,Admiralty,71.6,25.6,29.8,23.4,7.9,37.4
4/12/2012,Admiralty,11.8,26,31.6,23.7,6.7,32.8
5/12/2012,Admiralty,84,26.2,31.1,23.9,6.2,31.7
6/12/2012,Admiralty,1.2,26.6,32.2,24.6,7.5,39.2
7/12/2012,Admiralty,0,27.9,31.7,25.1,10.7,40
8/12/2012,Admiralty,0,27.6,29.8,25.7,8.5,29.9
9/12/2012,Admiralty,0.4,27.1,30.3,25.3,7.7,29.9
10/12/2012,Admiralty,0.6,26.6,31.4,24.6,6.3,39.6
11/12/2012,Admiralty,21.4,26.2,29.9,22.6,6,38.9
12/12/2012,Admiralty,3,26.1,31.2,23.8,7,33.1
13/12/2012,Admiralty,20,25.4,30.5,23.3,8.1,45
14/12/2012,Admiralty,0.2,26.8,30.8,24.6,6.3,29.2
15/12/2012,Admiralty,1.6,26.9,30.5,25,6.4,28.8
16/12/2012,Admiralty,45.2,25.5,30.1,23.5,5.5,33.5
17/12/2012,Admiralty,27.2,25.7,29.7,23.8,5.9,37.8
18/12/2012,Admiralty,12.6,25.2,29,23.7,5.6,40.3
19/12/2012,Admiralty,7.4,25.7,31.7,23.5,6,48.6
20/12/2012,Admiralty,0.2,27.2,31.1,23.6,8.7,30.6
21/12/2012,Admiralty,1.8,27.2,32,24.9,5.7,29.9
22/12/2012,Admiralty,10,26.3,32.4,23.8,6.5,41
23/12/2012,Admiralty,0.2,26.6,31.2,24.5,9,30.6
24/12/2012,Admiralty,2.8,26.2,29.5,24.7,8.6,26.6
25/12/2012,Admiralty,0.4,24.7,27,23.7,7.4,31
26/12/2012,Admiralty,0,26,29.5,23.5,8.3,33.8
27/12/2012,Admiralty,0,26.6,29.7,25,8.7,28.4
28/12/2012,Admiralty,28.8,26.7,29.8,24.7,8.6,34.9
29/12/2012,Admiralty,11.6,26.5,30,24.6,6.2,35.3
30/12/2012,Admiralty,1.6,27.1,29.9,25.4,7.3,38.5
31/12/2012,Admiralty,86.8,25.5,29.3,22.7,7.3,41.4
1/2/2013,Admiralty,0,27.4,30.6,25.2,14.6,41.8
2/2/2013,Admiralty,0,27.8,32.1,24.8,13.2,39.2
3/2/2013,Admiralty,39.6,25.6,27.4,24.4,9.5,38.5
4/2/2013,Admiralty,1,26.4,28.9,24.2,9.4,29.2
5/2/2013,Admiralty,5.6,25.8,29,23.4,7.9,32.4
6/2/2013,Admiralty,6.2,25.5,29.2,24,7,27.4
7/2/2013,Admiralty,4.4,26.3,30.6,23.9,8.1,33.5
8/2/2013,Admiralty,33.6,25.5,29.5,24,5.4,29.2
9/2/2013,Admiralty,28.6,26,32.5,23.8,7,34.6
10/2/2013,Admiralty,21.6,24.5,25.4,23.3,9.6,35.3
11/2/2013,Admiralty,0.8,24.8,28.4,23.5,7.3,31
12/2/2013,Admiralty,28.2,25.5,29,23.7,9.6,37.4
13/2/2013,Admiralty,0.8,26.5,30.2,24.5,10.4,38.2
14/2/2013,Admiralty,29.8,24.8,27.5,23.4,6.8,31.3
15/2/2013,Admiralty,9,25.4,29.8,23.7,8.5,46.8
16/2/2013,Admiralty,2,25.7,30.4,24.4,7.4,38.9
17/2/2013,Admiralty,1,24.7,25.7,23.9,7.5,28.8
18/2/2013,Admiralty,15,26,31.1,24.3,7.7,26.6
19/2/2013,Admiralty,0.4,25.8,27.8,24.7,8.7,27.7
20/2/2013,Admiralty,0.6,27,32,24.5,8.5,25.2
21/2/2013,Admiralty,0.2,26.8,29.6,24.9,9,24.5
22/2/2013,Admiralty,0,27.3,32.1,24.5,12.5,35.6
23/2/2013,Admiralty,0,27.5,31.6,24.1,12.2,36.4
24/2/2013,Admiralty,0,27.3,30,24.8,12.2,38.5
25/2/2013,Admiralty,65.8,26.9,32,23.9,8.2,44.6
26/2/2013,Admiralty,19.6,26.8,33,24.6,7.4,36.4
27/2/2013,Admiralty,5.2,27.2,31.9,24.5,7.6,25.2
28/2/2013,Admiralty,0,27.6,33.9,25.1,7.4,33.8
1/3/2013,Admiralty,0,28.1,34.1,25.3,8.6,30.6
2/3/2013,Admiralty,21.2,27.8,32.3,24.7,9.2,41.4
3/3/2013,Admiralty,0,27.6,31.1,25.2,13.5,40.3
4/3/2013,Admiralty,0,27.6,31.4,24.9,13.5,46.4
5/3/2013,Admiralty,0.2,27.3,30.9,25,11.6,46.8
6/3/2013,Admiralty,0.2,27.2,30.5,25.1,11.6,34.9
7/3/2013,Admiralty,0,27.6,32.5,24.9,12.4,37.4
8/3/2013,Admiralty,0,27.8,31.3,25.5,13.2,42.5
9/3/2013,Admiralty,3,26.9,31.3,24.7,10,40.7
10/3/2013,Admiralty,11.6,27.1,33.4,24.5,7.7,28.1
11/3/2013,Admiralty,0,27.5,32.9,25.1,10.5,37.1
12/3/2013,Admiralty,0,27.9,33.8,24.7,10.2,31
13/3/2013,Admiralty,19,27.4,34.4,23.1,8.3,60.5
14/3/2013,Admiralty,0,27.5,33.1,25.5,8.7,33.1
15/3/2013,Admiralty,0,28.3,32.8,24.9,11,37.4
16/3/2013,Admiralty,0,28.3,32.4,25.5,11.7,36.4
17/3/2013,Admiralty,16,26.9,32,25.2,8.4,45.7
18/3/2013,Admiralty,0,28.3,34.3,25.2,10.6,30.2
19/3/2013,Admiralty,0,28.4,33.5,25.7,11,32.8
20/3/2013,Admiralty,0,28.9,33.8,26,9.6,27.7
21/3/2013,Admiralty,0.2,28.7,33,27.4,8.9,33.8
22/3/2013,Admiralty,18.6,27.9,32.9,24.5,8.8,30.6
23/3/2013,Admiralty,5.8,28,33,25.6,7,42.1
24/3/2013,Admiralty,50,27.9,36.2,22.9,7,60.5
25/3/2013,Admiralty,0.4,27.8,33.7,24.7,6.4,38.2
26/3/2013,Admiralty,10.4,28.1,34,24.9,6.3,35.3
27/3/2013,Admiralty,0,29,32.2,26.3,6.2,29.5
28/3/2013,Admiralty,16.4,28.1,32.9,25.4,5.8,37.4
29/3/2013,Admiralty,36.2,27.7,34.6,24,5.6,27.7
30/3/2013,Admiralty,49.2,28.1,34.9,24.1,5.6,55.1
31/3/2013,Admiralty,10.4,28.4,34.7,25.3,6.1,37.1
1/4/2013,Admiralty,21,27.9,34.5,23.6,6.3,42.1
2/4/2013,Admiralty,10.6,28.5,33.5,25.4,5.5,28.1
3/4/2013,Admiralty,10.8,28.1,34.1,24.4,6.3,31.7
4/4/2013,Admiralty,4.4,27.5,32.1,25.2,6.3,28.8
5/4/2013,Admiralty,0,28.8,32.7,25.7,8.7,30.6
6/4/2013,Admiralty,1,27.9,30.1,25.9,12.6,65.2
7/4/2013,Admiralty,0,28.1,30.1,26,12.7,45
8/4/2013,Admiralty,0.8,28.2,32.5,25.7,6.3,38.2
9/4/2013,Admiralty,0,28,32.3,25.9,5.2,22
10/4/2013,Admiralty,0,28.6,33.3,26.2,6.6,32.8
11/4/2013,Admiralty,0,27.3,30.3,24.6,6.8,21.2
12/4/2013,Admiralty,0,29,35.1,25.6,7.6,26.6
13/4/2013,Admiralty,3.4,29.5,35,26.1,6.9,41.8
14/4/2013,Admiralty,0.8,26.2,29.2,22.6,6.9,61.9
15/4/2013,Admiralty,0,29.3,35.1,25.4,8.3,28.1
16/4/2013,Admiralty,5,29.9,35.2,26.9,7.7,31
17/4/2013,Admiralty,0.4,28.2,31,25,11.1,42.5
18/4/2013,Admiralty,1.2,30,33.6,27.1,9.2,36.4
19/4/2013,Admiralty,0,27.2,30.6,25,6.7,24.1
20/4/2013,Admiralty,0,29.6,34.3,26.4,6.2,26.3
21/4/2013,Admiralty,17.8,26.2,33.4,23.7,6.8,60.8
22/4/2013,Admiralty,11.4,27.8,35.1,23.6,6.2,28.1
23/4/2013,Admiralty,0.2,27.5,32.3,25.1,5.8,35.6
24/4/2013,Admiralty,16,27.6,34.2,24.2,5,31.7
25/4/2013,Admiralty,20.8,27.8,31.8,25.1,6.4,21.2
26/4/2013,Admiralty,0.8,27.3,31.5,23.6,5.5,47.5
27/4/2013,Admiralty,27.6,27.6,33.8,23.4,4.8,52.2
28/4/2013,Admiralty,40.4,25.9,27.3,23.5,4.6,26.6
29/4/2013,Admiralty,16.2,27.7,32.3,24.9,5.5,23.8
30/4/2013,Admiralty,0,28.9,33.9,25.5,5.3,29.9
1/5/2013,Admiralty,0.8,28.1,30.9,26.2,4.6,25.2
2/5/2013,Admiralty,7.2,27.9,32,25,5.9,43.6
3/5/2013,Admiralty,0.4,27.9,30.8,25.9,4.7,31
4/5/2013,Admiralty,0.2,28.8,32.6,25.9,7.2,28.1
5/5/2013,Admiralty,8.4,27.4,30.6,25.5,4.3,22.3
6/5/2013,Admiralty,5.4,27.6,33.3,25.4,5.3,35.6
7/5/2013,Admiralty,68.6,26.8,32.7,22.8,5.6,44.3
8/5/2013,Admiralty,1,27.3,31.9,25.1,5.6,33.5
9/5/2013,Admiralty,0.4,27.9,33.5,24.9,6.4,38.5
10/5/2013,Admiralty,7,27.9,33.3,25,6.1,28.1
11/5/2013,Admiralty,0,28.2,32,25.8,6.2,24.1
12/5/2013,Admiralty,0,30.2,34.9,27.3,6.3,27
13/5/2013,Admiralty,0,30.5,35.2,27.9,6.9,24.5
14/5/2013,Admiralty,0.6,28.7,32.7,24.7,6.1,39.6
15/5/2013,Admiralty,13.4,28.8,34,25.3,6.4,27.7
16/5/2013,Admiralty,0.4,27.3,32.3,23.1,7.6,53.6
17/5/2013,Admiralty,0,29.1,33.8,26,5.9,21.2
18/5/2013,Admiralty,0,28.1,31.4,26.1,5.7,29.2
19/5/2013,Admiralty,0,29.2,34.2,25.4,5.8,24.5
20/5/2013,Admiralty,0,28.8,33.2,26.6,6.1,27.4
21/5/2013,Admiralty,9,27.5,34.6,24.2,6.7,42.5
22/5/2013,Admiralty,19.6,27.3,31.7,24.2,5.2,27.7
23/5/2013,Admiralty,10.8,28.2,32.7,24.7,4.4,34.9
24/5/2013,Admiralty,4.4,26.7,28.7,24.1,5.5,31.3
25/5/2013,Admiralty,0,28.8,34.5,26.1,7,38.5
26/5/2013,Admiralty,14.6,27.1,32.7,24.3,6.6,31.3
27/5/2013,Admiralty,0,28.6,35.1,24.7,5.9,22
28/5/2013,Admiralty,0,28.3,32.7,25.6,7.5,44.3
29/5/2013,Admiralty,0.2,27,28.5,26,6.2,22
30/5/2013,Admiralty,0.8,26.8,31.7,23.9,8.3,40
31/5/2013,Admiralty,28.4,27.6,33.4,24.4,5.8,38.5
1/6/2013,Admiralty,14,28.2,35.1,24.4,5.2,56.5
2/6/2013,Admiralty,4.2,29,34.6,25.8,6.5,46.1
3/6/2013,Admiralty,1,28.6,33.5,26.6,6.9,34.2
4/6/2013,Admiralty,0.2,27.9,33.2,25.2,6.9,29.9
5/6/2013,Admiralty,5.6,27,34.7,24,6.5,41
6/6/2013,Admiralty,13.8,28,33.9,24.3,7.2,18
7/6/2013,Admiralty,12.2,27.9,34.9,24.7,6.3,53.6
8/6/2013,Admiralty,0,28.2,33.5,25,6.4,46.1
9/6/2013,Admiralty,0,27.7,30.3,25.2,8.4,37.4
10/6/2013,Admiralty,5,28.7,31.7,25.6,9.9,35.6
11/6/2013,Admiralty,0,29.1,31.8,24.5,10,47.9
12/6/2013,Admiralty,0,29.5,32.1,27.8,11.4,51.8
13/6/2013,Admiralty,0,30,33,27.4,8.1,36
14/6/2013,Admiralty,0,30.2,32.6,28,8.1,34.9
15/6/2013,Admiralty,0,30.3,33.4,27.8,6.7,34.9
16/6/2013,Admiralty,2.8,30.3,33.5,26.9,7.8,35.6
17/6/2013,Admiralty,0,28.8,31.5,26.2,8.6,35.3
18/6/2013,Admiralty,0,30,33.2,27.6,8.9,41.8
19/6/2013,Admiralty,0,30.2,33.3,27.8,9.9,46.8
20/6/2013,Admiralty,0,29.6,32.5,26.4,8.9,37.8
21/6/2013,Admiralty,0,29.7,32.3,27.5,9.3,39.2
22/6/2013,Admiralty,0,30.2,33.6,27.6,7.4,30.6
23/6/2013,Admiralty,0,30.6,34.2,27.2,4.7,21.6
24/6/2013,Admiralty,0,30.2,34.6,28.5,8.2,28.1
25/6/2013,Admiralty,2.4,28.6,33.3,24.3,7.8,54.7
26/6/2013,Admiralty,1,27.3,29.8,25.1,5.9,31.3
27/6/2013,Admiralty,0,28.9,32.6,26.3,7.3,30.2
28/6/2013,Admiralty,0,29.1,32.5,26.8,6,26.6
29/6/2013,Admiralty,0,29.4,32.8,26.6,6.4,28.1
30/6/2013,Admiralty,12.8,27,29.2,23.4,5.9,37.4
1/7/2013,Admiralty,0,28,30.7,26,7.8,40.3
2/7/2013,Admiralty,0.4,27.8,30.9,26.5,6.5,32.8
3/7/2013,Admiralty,0,28.4,32.2,25.2,7.4,24.8
4/7/2013,Admiralty,1,26.9,30.5,24.6,7.1,47.9
5/7/2013,Admiralty,0,27.2,30.9,24.7,8,24.5
6/7/2013,Admiralty,0,29.1,32.9,26.8,6.4,29.9
7/7/2013,Admiralty,0,29.4,33,25.8,6.5,34.2
8/7/2013,Admiralty,27.8,28.7,32.8,24.4,7.4,31.3
9/7/2013,Admiralty,8.8,26.4,28.3,24.6,7.4,32
10/7/2013,Admiralty,0,28.6,32.3,25.7,7.4,28.1
11/7/2013,Admiralty,16.4,27.2,32.1,23.5,5.3,49
12/7/2013,Admiralty,1,27,30.9,25.1,7.9,40.3
13/7/2013,Admiralty,0,27.3,29.5,24.8,7.2,28.4
14/7/2013,Admiralty,0.4,27.4,29.1,24.5,6.9,37.8
15/7/2013,Admiralty,0,26.9,31.2,24.1,7.7,28.8
16/7/2013,Admiralty,0,27.8,32,25.7,5,32
17/7/2013,Admiralty,6,26.6,31.1,25,5.2,27
18/7/2013,Admiralty,2.8,26.3,28.1,24.4,5.7,23
19/7/2013,Admiralty,0,28.1,32.1,25.5,4.9,28.1
20/7/2013,Admiralty,0,29.1,33,26.1,6.2,30.6
21/7/2013,Admiralty,0,29.4,33,26.6,6.2,32
22/7/2013,Admiralty,0,29,32.2,26.3,8,37.1
23/7/2013,Admiralty,0,29.6,33,27.1,7.6,29.2
24/7/2013,Admiralty,0,29.3,33.7,25.5,7.4,27.7
25/7/2013,Admiralty,0,28,32.1,25.6,6.4,27.4
26/7/2013,Admiralty,8.8,26.6,31.5,24.4,6.5,28.1
27/7/2013,Admiralty,0,25.8,27.8,24.4,6.4,37.8
28/7/2013,Admiralty,0,28.7,33.3,24.9,5,23
29/7/2013,Admiralty,6,27.6,30,24.9,5,46.8
30/7/2013,Admiralty,0,27.6,31.8,25.9,6.2,27
31/7/2013,Admiralty,12.4,28.3,32.3,25,6.7,27.7
1/8/2013,Admiralty,1.6,26.9,30.2,22.1,6.5,53.6
2/8/2013,Admiralty,0.2,27.2,29.9,24.9,6.4,36
3/8/2013,Admiralty,0,29.2,33.1,26.6,7.1,31.7
4/8/2013,Admiralty,0,28.6,32,26.7,6.3,27.4
5/8/2013,Admiralty,34,26.7,29.1,22.9,8.9,42.5
6/8/2013,Admiralty,0,28.1,31.1,25.3,6,29.2
7/8/2013,Admiralty,0.8,28.4,31.3,25.9,6.9,36.7
8/8/2013,Admiralty,0.2,27,28.6,23.5,8,46.4
9/8/2013,Admiralty,17.2,27.2,32.1,24,7.5,40.3
10/8/2013,Admiralty,23.2,27.2,32.1,23.1,8.3,45
11/8/2013,Admiralty,14.8,26.4,31.3,22.1,5.7,55.1
12/8/2013,Admiralty,4.6,27.5,32.5,22.8,6.5,52.9
13/8/2013,Admiralty,0.8,26.4,28.6,23.5,6,38.5
14/8/2013,Admiralty,3.6,27.3,29.4,25.3,5.2,29.9
15/8/2013,Admiralty,0,28.7,32.4,26.6,6.9,26.3
16/8/2013,Admiralty,0,28.4,31.8,25.5,6.3,29.5
17/8/2013,Admiralty,11.8,27.5,31.7,24.7,5.9,34.2
18/8/2013,Admiralty,0.8,28.2,33,25.3,5.7,28.4
19/8/2013,Admiralty,0,27.8,32.5,24.7,6.1,33.1
20/8/2013,Admiralty,15.6,26.8,30.1,23.9,5.1,28.4
21/8/2013,Admiralty,0,28.4,31.9,25.6,6.5,34.6
22/8/2013,Admiralty,9.2,28.4,32.3,23.5,6.8,41.4
23/8/2013,Admiralty,0,28.6,32.1,25.2,7.3,32.4
24/8/2013,Admiralty,0,29.3,33.2,26.2,7.3,30.6
25/8/2013,Admiralty,0,29.2,32.5,26.9,9.1,36
26/8/2013,Admiralty,25.4,27.4,31.1,24.1,7.8,35.6
27/8/2013,Admiralty,0,28.8,33.2,26.3,6.8,23.4
28/8/2013,Admiralty,6.4,27.3,32.8,24.3,7,43.2
29/8/2013,Admiralty,5.8,26.1,30.1,24.6,6.2,31
30/8/2013,Admiralty,0.2,26.9,31.5,24,5.6,45
31/8/2013,Admiralty,0,28.2,33.6,24.8,7.1,29.5
1/9/2013,Admiralty,2.2,27,30.3,25.2,6.7,31
2/9/2013,Admiralty,39.2,26.7,32,23.4,6.1,36
3/9/2013,Admiralty,26.8,26.3,29.7,23.3,4.3,26.3
4/9/2013,Admiralty,2,26.2,29.6,24.2,4.8,19.8
5/9/2013,Admiralty,12.8,25.7,27.7,24.6,6.2,28.4
6/9/2013,Admiralty,43.6,26.1,29.8,22.6,7,46.1
7/9/2013,Admiralty,8.6,25.7,29.4,21.9,8.3,47.9
8/9/2013,Admiralty,0.2,26.1,30.1,22.6,7.1,33.1
9/9/2013,Admiralty,19.6,25.9,30.2,23.3,7.5,40.7
10/9/2013,Admiralty,4.6,25.5,27.2,23.3,9.6,43.6
11/9/2013,Admiralty,0.2,27.9,31.7,24.1,7.1,27.7
12/9/2013,Admiralty,0,28.4,32,23.9,8.1,33.8
13/9/2013,Admiralty,0,28.1,31.2,25.9,5.1,23.8
14/9/2013,Admiralty,0,28.6,31.8,26,5.1,33.1
15/9/2013,Admiralty,23.4,25.2,27.4,23.1,7.6,34.9
16/9/2013,Admiralty,0,27.7,32,24.3,5.4,20.5
17/9/2013,Admiralty,2,26.8,30.7,25.1,6,33.5
18/9/2013,Admiralty,0,28.8,32.1,26.2,4.8,21.2
19/9/2013,Admiralty,0,28.9,33.4,26.6,6.3,35.3
20/9/2013,Admiralty,0,29.4,33.1,26.5,6.4,25.9
21/9/2013,Admiralty,0,29.4,32.3,27.4,7.1,35.3
22/9/2013,Admiralty,0,29.5,33.3,27.1,6.9,34.6
23/9/2013,Admiralty,0,29.5,33.4,26.6,7.4,26.6
24/9/2013,Admiralty,0,29.7,33.9,27.2,7.8,32
25/9/2013,Admiralty,10.4,27,29.2,21.9,6.4,65.5
26/9/2013,Admiralty,22.4,25.8,29.8,22.4,6.1,54.4
27/9/2013,Admiralty,0,28.3,31.2,25.7,6.2,28.1
28/9/2013,Admiralty,6,27.8,31,25.9,6.1,32
29/9/2013,Admiralty,0.6,27.3,31.1,23.1,7.4,36.4
30/9/2013,Admiralty,0,28.1,31,25.4,6.3,31.7
1/10/2013,Admiralty,0,29.3,33.2,26.7,7.7,32.8
2/10/2013,Admiralty,9.2,26.8,29.9,23.9,8.5,42.8
3/10/2013,Admiralty,47.6,26.9,32.5,22.4,5.8,42.8
4/10/2013,Admiralty,1.8,27.9,32.6,24.5,6.3,23.8
5/10/2013,Admiralty,4.8,28,31.6,23.2,7.9,40.7
6/10/2013,Admiralty,7.2,27.9,32.5,22.6,10,59
7/10/2013,Admiralty,0.4,27.7,31.5,23,8.9,45
8/10/2013,Admiralty,7.4,29.3,33.6,25,6.3,41.4
9/10/2013,Admiralty,0,28,33.4,23.5,7.9,52.6
10/10/2013,Admiralty,0.8,27.5,33.4,24.2,7.3,30.6
11/10/2013,Admiralty,0.6,27.1,30.2,24.9,5.2,24.8
12/10/2013,Admiralty,0,27.8,30.9,26.3,8.4,32
13/10/2013,Admiralty,14.2,27.8,31.2,26,9.8,43.6
14/10/2013,Admiralty,0.8,26.9,30,23.8,8.1,34.6
15/10/2013,Admiralty,0.2,27.5,30.3,24.9,6.2,28.4
16/10/2013,Admiralty,0,29.2,33.2,25.9,6.1,26.6
17/10/2013,Admiralty,0,28.8,32.7,25.9,10.3,34.6
18/10/2013,Admiralty,3.4,28.2,31.3,24.6,9.6,34.2
19/10/2013,Admiralty,0,27.2,32.2,25,4.8,31.3
20/10/2013,Admiralty,0.8,26.5,31.7,24.3,8.5,32
21/10/2013,Admiralty,9,27.2,29.9,24.9,7.4,27.7
22/10/2013,Admiralty,0,26.8,30.8,23.7,7.8,31.7
23/10/2013,Admiralty,0,27.3,31.6,24.3,8,33.8
24/10/2013,Admiralty,0,27,33.5,25,5.9,25.2
25/10/2013,Admiralty,0,27.9,32.8,24.7,7.2,31
26/10/2013,Admiralty,0,27,32.2,24.1,8.5,45
27/10/2013,Admiralty,6.8,26.1,32.7,23.7,7.3,32
28/10/2013,Admiralty,60.8,26.3,33.4,22.8,6,31
29/10/2013,Admiralty,0,27.2,31.5,24.6,6.4,26.3
30/10/2013,Admiralty,9.4,26.6,31.6,23.9,5.1,40.7
31/10/2013,Admiralty,17,26.6,33.8,23.8,5,34.9
1/11/2013,Admiralty,74.2,26.7,32.7,22.4,5.4,56.2
2/11/2013,Admiralty,0,26.7,30.8,25,5.7,24.1
3/11/2013,Admiralty,0,26.7,33.2,24.7,6.5,37.1
4/11/2013,Admiralty,7.4,26.7,31.9,24.8,6.6,31
